docno,title,description,genre,rating,num_reviews
s1deawki,I'm Literally Screaming with Spencewuah,"Join Spencewuah and a rotating cast of guest hosts in this brand new Vodcast that gives a candid and unfiltered glimpse into their crazy lives and the time we’re living in. From personal story times, to pop culture commentary, to spilling the tea on their influencer lives, Spencewuah and their co-host will NOT be holding back - so buckle up! Support this podcast: https://anchor.fm/imscreaming/support",Comedy,4.9,79
5u1u3xoy,Feeding The Mouth That Bites You: Parenting Today's Teens,"A weekly podcast on parenting teens and launching them into the world with Dr. Ken Wilgus, author of the book ""Feeding The Mouth That Bites You"" and hosted by Ashley Parrish and Jessica Pfeiffer.",Kids & Family,4.9,395
zy5m8xc8,Anime Out of Context,"Listen as Shaun explores the sometimes weird, sometimes wonderful, and always hilarious world of Anime. And Remington tries to understand any of it.",Leisure,4.7,585
q2w6kxb9,Love to Sew Podcast,"Helen Wilkinson and Caroline Somos host Love to Sew, a fun weekly podcast about making clothes, sewing community, and small business. They talk about their passion for sewing a handmade wardrobe and their daily lives as creative entrepreneurs. Listen to interviews with indie business owners and inspiring sewists who totally understand your obsession with sewing.",Leisure,4.8,938
ilbh8723,Idiot,"Welcome to my podcast where I tell you more than you ever asked about. I will make you laugh until you pee, always tell you the truth, share with you my most vulnerable thoughts and all of my BEST, juiciest stories. Sometimes we'll even invite a guest to join us. We'll talk mental health, relationships, sex, parenting, motherhood, sobriety and whatever the the hell else comes out of my delirious mouth. Ok yay. Talk soon.",Society & Culture,4.9,761
tq2jl6tq,Dear Gabby,"Dear Gabby is a weekly show where #1 New York Times bestselling author and international speaker, Gabby Bernstein, offers up real-time coaching, straight talk and BIG LOVE. Episodes include unscripted Q&A sessions where she coaches listeners through life-changing transformations, plus free-flowing conversations about personal growth and spirituality with unique and inspiring guests.",Education,4.8,5600
meftw32x,Heavy Networking from Packet Pushers,"An unabashedly nerdy swan dive into networking technology. Weekly episodes feature industry experts, real-life network engineers and vendors sharing useful information to keep your professional knowledge sharp.",Technology,4.9,316
u40w5hog,"Me, Myself, and AI","Why do only 10% of companies succeed with AI? In this series by MIT SMR and BCG, we talk to the leaders who've achieved big wins with AI in their companies and learn how they did it. Hear what gets experts from companies like Google Cloud, Mastercard, and others excited to do their jobs every day and what they consider the keys to their success.",Technology,4.9,73
3uivy27w,Thirteen,"Feature length, atmospheric, spooky stories told on the 13th of each month. Explore an eerie universe of supernatural and occult tales",Fiction,4.8,1000
100r7w2n,BibleProject,The creators of BibleProject have in-depth conversations about the Bible and theology. A companion podcast to BibleProject videos found at bibleproject.com,Religion & Spirituality,4.9,14400
ue1rpjgv,Wakanda Forever: The Official Black Panther Podcast,"The groundbreaking success of BLACK PANTHER changed the world. What happened after was unprecedented. This podcast is an intimate look into the making of BLACK PANTHER: WAKANDA FOREVER, written and hosted by Ta-Nehisi Coates, featuring conversations with Ryan Coogler, Angela Bassett, Kevin Feige, Nate Moore, Dominique Thorne, Ludwig Göransson, and more.WAKANDA FOREVER: THE OFFICIAL BLACK PANTHER PODCAST is a production of Proximity Media in partnership with Marvel Studios, Marvel Entertainment, and The Walt Disney Studios. The series is produced by Paola Mardo. Executive Producers are Ryan Coogler, Zinzi Coogler, Sev Ohanian, and Paola Mardo. The film score is composed by Ludwig Göransson.The first episode premieres on November 3. The rest of the series debuts in January 2023 around the 5-year anniversary of the first film. Learn more at ProximityMedia.com and follow @ProximityMedia, @Marvel, and @MarvelStudios on Twitter and Instagram. BLACK PANTHER: WAKANDA FOREVER will be in theaters on November 11.",TV & Film,4.8,255
wrwdpwau,Parenting Great Kids with Dr. Meg Meeker,"Parents are trying to navigate children through a world they themselves don’t often understand. America’s Mom, Dr. Meg Meeker, the country's trusted authority on parenting, teens, & children's health, offers practical insights to help parents simplify. The pediatrician, mother, & best selling author engages with experts & parents to take on relevant issues, answer real questions, & provide simple hope & encouragement to every parent.",Kids & Family,4.4,1100
dyxrwl48,Pantry Chat - Homesteading Family,"What if you could have a healthier, more secure lifestyle with greater sustainability and self-sufficiency for you, your family and your community? That’s what Homesteading Family is all about. Carolyn and Josh have taken their popular YouTube series, “Pantry Chat” and turned it into a podcast so you can discover how to take the leap from a “normal” life to a homestead life, filled with meaning, beauty and freedom. It doesn’t matter if you’re in the city or the country, if you’ve ever wanted to explore the homesteading life, this is your chance to learn how to do it in less time with fewer bumps in the road. It’s like sitting down with a cup of coffee with friends. Round up your cast iron pans and mason jars and start listening!",Leisure,4.9,507
mzmzyf4p,Inside Jeopardy‪!‬,"Inside Jeopardy!, the podcast with all the answers! For the first time ever, the producers of Jeopardy! are sharing an inside look into America’s Favorite Quiz Show, everything from gameplay analysis and behind-the-scenes stories, to official announcements and special interviews. What is Inside Jeopardy!? Your exclusive podcast destination for all things happening in the world of Jeopardy!",TV & Film,4.6,99
ytto4ktu,KILL TONY,"The weekly live show recorded live from Austin Texas and the world, with your hosts Tony Hinchcliffe and Brian Redban.",Comedy,4.7,2900
ez5gujkc,This Week in Space (Audio‪)‬,This Week in Space podcast covers the new space age. Every Friday we take a deep dive into a fascinating topic. What’s happening with the new race to the moon and other planets? When will SpaceX or NASA really send people to Mars? Join Rod Pyle and Tariq Malik from Space.com on This Week in Space. Subscribe today on your favorite podcatcher.New episodes posted every Friday.,Science,4.7,39
uwbpbai7,The Agent,"2022 Webby Award Honoree, Podcast Documentary Limited Series and Specials. The Agent is the remarkable true story of Jack Barsky, the longest-surviving known member of the KGB illegals program operated during the height of the Cold War. Barsky hid in plain sight in America for 10 years, all the while leading dual lives on both sides of the Atlantic Ocean. On one fateful day, he was confronted with an impossible choice.The Agent is a production of Imperative Entertainment in association with Windjoy and is created, written, produced and edited by Jason Hoch. Narration by Alden Ehrenreich. Executive Producers are Jason Hoch, Jack Barsky and Alden Ehrenreich. Original score by Jasha Klebe. Sound engineering and additional editing by Shaine Freeman.",Society & Culture,4.7,955
6h871j8q,The Midnight Miracle,"Music. Conversation. Debate. Hosts Dave Chappelle, yasiin bey and Talib Kweli bring you a new genre of audio like nothing you've ever heard. Listen, then listen again. You'll discover something new every time. Winner of Apple Podcasts' Best Shows of 2021, and one of The New York Times' Best 10 Podcasts of 2021, Season 1 was recorded during Chappelle's legendary 2020 Summer Camp in Ohio. Season 2, coming soon, has been recorded around the globe. Welcome back, to The Midnight Miracle.  Learn more at https://luminary.link/miracle.",Society & Culture,4.5,7400
